,Date,State,DailyIncrease,TotalStateCount,NationalPositiveCount
0,2020-12-06,AK,757,35720,14534035
1,2020-12-06,AL,2288,269877,14534035
2,2020-12-06,AR,1542,170924,14534035
3,2020-12-06,AS,0,0,14534035
4,2020-12-06,AZ,5376,364276,14534035
5,2020-12-06,CA,30075,1341700,14534035
6,2020-12-06,CO,3234,260581,14534035
7,2020-12-06,CT,0,127715,14534035
8,2020-12-06,DC,264,23136,14534035
9,2020-12-06,DE,816,39912,14534035
10,2020-12-06,FL,8175,1040727,14534035
11,2020-12-06,GA,1805,443822,14534035
12,2020-12-06,GU,27,7004,14534035
13,2020-12-06,HI,104,18842,14534035
14,2020-12-06,IA,1499,213390,14534035
15,2020-12-06,ID,1339,109705,14534035
16,2020-12-06,IL,7598,787573,14534035
17,2020-12-06,IN,6598,381617,14534035
18,2020-12-06,KS,0,168295,14534035
19,2020-12-06,KY,2567,200632,14534035
20,2020-12-06,LA,3946,251123,14534035
21,2020-12-06,MA,4827,256844,14534035
22,2020-12-06,MD,2643,215027,14534035
23,2020-12-06,ME,221,13348,14534035
24,2020-12-06,MI,0,426576,14534035
25,2020-12-06,MN,5581,350862,14534035
26,2020-12-06,MO,3876,322298,14534035
27,2020-12-06,MP,0,106,14534035
28,2020-12-06,MS,1473,164931,14534035
29,2020-12-06,MT,806,67875,14534035
30,2020-12-06,NC,6438,394990,14534035
31,2020-12-06,ND,477,82981,14534035
32,2020-12-06,NE,2243,138568,14534035
33,2020-12-06,NH,633,24771,14534035
34,2020-12-06,NJ,6030,368016,14534035
35,2020-12-06,NM,1232,108088,14534035
36,2020-12-06,NV,2511,168139,14534035
37,2020-12-06,NY,9702,705827,14534035
38,2020-12-06,OH,7592,475024,14534035
39,2020-12-06,OK,3241,216486,14534035
40,2020-12-06,OR,1253,84496,14534035
41,2020-12-06,PA,8630,420114,14534035
42,2020-12-06,PR,1139,56671,14534035
43,2020-12-06,RI,0,62137,14534035
44,2020-12-06,SC,2864,232099,14534035
45,2020-12-06,SD,687,85991,14534035
46,2020-12-06,TN,3072,400594,14534035
47,2020-12-06,TX,8573,1249323,14534035
48,2020-12-06,UT,2563,215407,14534035
49,2020-12-06,VA,3880,255053,14534035
50,2020-12-06,VI,0,1633,14534035
51,2020-12-06,VT,121,5015,14534035
52,2020-12-06,WA,1503,175793,14534035
53,2020-12-06,WI,3149,441067,14534035
54,2020-12-06,WV,1425,54997,14534035
55,2020-12-06,WY,376,36317,14534035
56,2020-12-05,AK,922,34963,14357264
57,2020-12-05,AL,3390,267589,14357264
58,2020-12-05,AR,2245,169382,14357264
59,2020-12-05,AS,0,0,14357264
60,2020-12-05,AZ,6799,358900,14357264
61,2020-12-05,CA,25068,1311625,14357264
62,2020-12-05,CO,5125,257347,14357264
63,2020-12-05,CT,0,127715,14357264
64,2020-12-05,DC,392,22872,14357264
65,2020-12-05,DE,698,39096,14357264
66,2020-12-05,FL,10198,1032552,14357264
67,2020-12-05,GA,3717,442017,14357264
68,2020-12-05,GU,18,6977,14357264
69,2020-12-05,HI,133,18738,14357264
70,2020-12-05,IA,1655,211891,14357264
71,2020-12-05,ID,1911,108366,14357264
72,2020-12-05,IL,9887,779975,14357264
73,2020-12-05,IN,7690,375019,14357264
74,2020-12-05,KS,0,168295,14357264
75,2020-12-05,KY,3872,198065,14357264
76,2020-12-05,LA,0,247177,14357264
77,2020-12-05,MA,5619,252017,14357264
78,2020-12-05,MD,3193,212384,14357264
79,2020-12-05,ME,283,13127,14357264
80,2020-12-05,MI,6308,426576,14357264
81,2020-12-05,MN,6308,345281,14357264
82,2020-12-05,MO,5001,318422,14357264
83,2020-12-05,MP,0,106,14357264
84,2020-12-05,MS,1942,163458,14357264
85,2020-12-05,MT,633,67069,14357264
86,2020-12-05,NC,6018,388552,14357264
87,2020-12-05,ND,555,82504,14357264
88,2020-12-05,NE,1615,136325,14357264
89,2020-12-05,NH,448,24138,14357264
90,2020-12-05,NJ,5324,361986,14357264
91,2020-12-05,NM,1921,106856,14357264
92,2020-12-05,NV,3194,165628,14357264
93,2020-12-05,NY,10761,696125,14357264
94,2020-12-05,OH,10469,467432,14357264
95,2020-12-05,OK,4370,213245,14357264
96,2020-12-05,OR,1806,83243,14357264
97,2020-12-05,PA,12884,411484,14357264
98,2020-12-05,PR,935,55532,14357264
99,2020-12-05,RI,0,62137,14357264
100,2020-12-05,SC,3222,229235,14357264
101,2020-12-05,SD,906,85304,14357264
102,2020-12-05,TN,4914,397522,14357264
103,2020-12-05,TX,11938,1240750,14357264
104,2020-12-05,UT,3674,212844,14357264
105,2020-12-05,VA,3793,251173,14357264
106,2020-12-05,VI,20,1633,14357264
107,2020-12-05,VT,131,4894,14357264
108,2020-12-05,WA,1853,174290,14357264
109,2020-12-05,WI,5711,437918,14357264
110,2020-12-05,WV,1400,53572,14357264
111,2020-12-05,WY,204,35941,14357264
112,2020-12-04,AK,750,34041,14146191
113,2020-12-04,AL,3840,264199,14146191
114,2020-12-04,AR,2827,167137,14146191
115,2020-12-04,AS,0,0,14146191
116,2020-12-04,AZ,5680,352101,14146191
117,2020-12-04,CA,22018,1286557,14146191
118,2020-12-04,CO,5013,252222,14146191
119,2020-12-04,CT,1538,127715,14146191
120,2020-12-04,DC,316,22480,14146191
121,2020-12-04,DE,942,38398,14146191
122,2020-12-04,FL,9898,1022354,14146191
123,2020-12-04,GA,4947,438300,14146191
124,2020-12-04,GU,17,6959,14146191
125,2020-12-04,HI,121,18605,14146191
126,2020-12-04,IA,2267,210236,14146191
127,2020-12-04,ID,1721,106455,14146191
128,2020-12-04,IL,10526,770088,14146191
129,2020-12-04,IN,7899,367329,14146191
130,2020-12-04,KS,6234,168295,14146191
131,2020-12-04,KY,3592,194193,14146191
132,2020-12-04,LA,3099,247177,14146191
133,2020-12-04,MA,5491,246398,14146191
134,2020-12-04,MD,3792,209191,14146191
135,2020-12-04,ME,290,12844,14146191
136,2020-12-04,MI,9425,420268,14146191
137,2020-12-04,MN,5347,338973,14146191
138,2020-12-04,MO,4053,313421,14146191
139,2020-12-04,MP,0,106,14146191
140,2020-12-04,MS,2480,161516,14146191
141,2020-12-04,MT,1314,66436,14146191
142,2020-12-04,NC,5303,382534,14146191
143,2020-12-04,ND,844,81949,14146191
144,2020-12-04,NE,2180,134710,14146191
145,2020-12-04,NH,765,23690,14146191
146,2020-12-04,NJ,5663,356662,14146191
147,2020-12-04,NM,2073,104935,14146191
148,2020-12-04,NV,2902,162434,14146191
149,2020-12-04,NY,11271,685364,14146191
150,2020-12-04,OH,10114,456963,14146191
151,2020-12-04,OK,4827,208875,14146191
152,2020-12-04,OR,2174,81437,14146191
153,2020-12-04,PA,11763,398600,14146191
154,2020-12-04,PR,492,54597,14146191
155,2020-12-04,RI,1415,62137,14146191
156,2020-12-04,SC,2950,226013,14146191
157,2020-12-04,SD,1050,84398,14146191
158,2020-12-04,TN,4356,392608,14146191
159,2020-12-04,TX,13699,1228812,14146191
160,2020-12-04,UT,3005,209170,14146191
161,2020-12-04,VA,2877,247380,14146191
162,2020-12-04,VI,24,1613,14146191
163,2020-12-04,VT,73,4763,14146191
164,2020-12-04,WA,2095,172437,14146191
165,2020-12-04,WI,5673,432207,14146191
166,2020-12-04,WV,1147,52172,14146191
167,2020-12-04,WY,659,35737,14146191
168,2020-12-03,AK,760,33291,13921360
169,2020-12-03,AL,3531,260359,13921360
170,2020-12-03,AR,2789,164310,13921360
171,2020-12-03,AS,0,0,13921360
172,2020-12-03,AZ,5442,346421,13921360
173,2020-12-03,CA,18591,1264539,13921360
174,2020-12-03,CO,6037,247209,13921360
175,2020-12-03,CT,4751,126177,13921360
176,2020-12-03,DC,322,22164,13921360
177,2020-12-03,DE,758,37456,13921360
178,2020-12-03,FL,10656,1012456,13921360
179,2020-12-03,GA,4373,433353,13921360
180,2020-12-03,GU,22,6942,13921360
181,2020-12-03,HI,142,18484,13921360
182,2020-12-03,IA,2196,207969,13921360
183,2020-12-03,ID,1429,104734,13921360
184,2020-12-03,IL,10959,759562,13921360
185,2020-12-03,IN,8460,359430,13921360
186,2020-12-03,KS,0,162061,13921360
187,2020-12-03,KY,3836,190601,13921360
188,2020-12-03,LA,2743,244078,13921360
189,2020-12-03,MA,6675,240907,13921360
190,2020-12-03,MD,2044,205399,13921360
191,2020-12-03,ME,346,12554,13921360
192,2020-12-03,MI,7957,410843,13921360
193,2020-12-03,MN,6149,333626,13921360
194,2020-12-03,MO,3998,309368,13921360
195,2020-12-03,MP,0,106,13921360
196,2020-12-03,MS,2168,159036,13921360
197,2020-12-03,MT,782,65122,13921360
198,2020-12-03,NC,5637,377231,13921360
199,2020-12-03,ND,970,81105,13921360
200,2020-12-03,NE,2336,132530,13921360
201,2020-12-03,NH,593,22925,13921360
202,2020-12-03,NJ,4793,350999,13921360
203,2020-12-03,NM,1899,102862,13921360
204,2020-12-03,NV,2536,159532,13921360
205,2020-12-03,NY,9855,674093,13921360
206,2020-12-03,OH,8921,446849,13921360
207,2020-12-03,OK,1707,204048,13921360
208,2020-12-03,OR,1103,79263,13921360
209,2020-12-03,PA,11406,386837,13921360
210,2020-12-03,PR,397,54105,13921360
211,2020-12-03,RI,1717,60722,13921360
212,2020-12-03,SC,2228,223063,13921360
213,2020-12-03,SD,1145,83348,13921360
214,2020-12-03,TN,3967,388252,13921360
215,2020-12-03,TX,14439,1215113,13921360
216,2020-12-03,UT,3945,206165,13921360
217,2020-12-03,VA,2023,244503,13921360
218,2020-12-03,VI,26,1589,13921360
219,2020-12-03,VT,224,4690,13921360
220,2020-12-03,WA,3126,170342,13921360
221,2020-12-03,WI,5604,426534,13921360
222,2020-12-03,WV,1120,51025,13921360
223,2020-12-03,WY,571,35078,13921360
224,2020-12-02,AK,697,32531,13711156
225,2020-12-02,AL,3928,256828,13711156
226,2020-12-02,AR,2212,161521,13711156
227,2020-12-02,AS,0,0,13711156
228,2020-12-02,AZ,3840,340979,13711156
229,2020-12-02,CA,20759,1245948,13711156
230,2020-12-02,CO,3862,241172,13711156
231,2020-12-02,CT,2672,121426,13711156
232,2020-12-02,DC,157,21842,13711156
233,2020-12-02,DE,355,36698,13711156
234,2020-12-02,FL,9890,1001800,13711156
235,2020-12-02,GA,4051,428980,13711156
236,2020-12-02,GU,31,6920,13711156
237,2020-12-02,HI,76,18342,13711156
238,2020-12-02,IA,2375,205773,13711156
239,2020-12-02,ID,1607,103305,13711156
240,2020-12-02,IL,9757,748603,13711156
241,2020-12-02,IN,6597,350970,13711156
242,2020-12-02,KS,4615,162061,13711156
243,2020-12-02,KY,3597,186765,13711156
244,2020-12-02,LA,3595,241335,13711156
245,2020-12-02,MA,5027,234232,13711156
246,2020-12-02,MD,2220,203355,13711156
247,2020-12-02,ME,232,12208,13711156
248,2020-12-02,MI,7433,402886,13711156
249,2020-12-02,MN,5165,327477,13711156
250,2020-12-02,MO,2679,305370,13711156
251,2020-12-02,MP,0,106,13711156
252,2020-12-02,MS,2457,156868,13711156
253,2020-12-02,MT,1135,64340,13711156
254,2020-12-02,NC,4199,371594,13711156
255,2020-12-02,ND,480,80135,13711156
256,2020-12-02,NE,1787,130194,13711156
257,2020-12-02,NH,566,22332,13711156
258,2020-12-02,NJ,4296,346206,13711156
259,2020-12-02,NM,1544,100963,13711156
260,2020-12-02,NV,2129,156996,13711156
261,2020-12-02,NY,8973,664238,13711156
262,2020-12-02,OH,7835,437928,13711156
263,2020-12-02,OK,2859,202341,13711156
264,2020-12-02,OR,1506,78160,13711156
265,2020-12-02,PA,8291,375431,13711156
266,2020-12-02,PR,388,53708,13711156
267,2020-12-02,RI,1099,59005,13711156
268,2020-12-02,SC,1923,220835,13711156
269,2020-12-02,SD,1291,82203,13711156
270,2020-12-02,TN,4099,384285,13711156
271,2020-12-02,TX,16424,1200674,13711156
272,2020-12-02,UT,4004,202220,13711156
273,2020-12-02,VA,2417,242480,13711156
274,2020-12-02,VI,13,1563,13711156
275,2020-12-02,VT,101,4466,13711156
276,2020-12-02,WA,2197,167216,13711156
277,2020-12-02,WI,4565,420930,13711156
278,2020-12-02,WV,1087,49905,13711156
279,2020-12-02,WY,702,34507,13711156
280,2020-12-01,AK,511,31834,13515360
281,2020-12-01,AL,3376,252900,13515360
282,2020-12-01,AR,1950,159309,13515360
283,2020-12-01,AS,0,0,13515360
284,2020-12-01,AZ,10322,337139,13515360
285,2020-12-01,CA,12221,1225189,13515360
286,2020-12-01,CO,4405,237310,13515360
287,2020-12-01,CT,1459,118754,13515360
288,2020-12-01,DC,133,21685,13515360
289,2020-12-01,DE,689,36343,13515360
290,2020-12-01,FL,8540,991910,13515360
291,2020-12-01,GA,2796,424929,13515360
292,2020-12-01,GU,37,6889,13515360
293,2020-12-01,HI,43,18266,13515360
294,2020-12-01,IA,988,203398,13515360
295,2020-12-01,ID,1214,101698,13515360
296,2020-12-01,IL,12542,738846,13515360
297,2020-12-01,IN,5396,344373,13515360
298,2020-12-01,KS,0,157446,13515360
299,2020-12-01,KY,4127,183168,13515360
300,2020-12-01,LA,5326,237740,13515360
301,2020-12-01,MA,3073,229205,13515360
302,2020-12-01,MD,2765,201135,13515360
303,2020-12-01,ME,219,11976,13515360
304,2020-12-01,MI,6511,395453,13515360
305,2020-12-01,MN,3549,322312,13515360
306,2020-12-01,MO,2929,302691,13515360
307,2020-12-01,MP,0,106,13515360
308,2020-12-01,MS,1141,154411,13515360
309,2020-12-01,MT,1007,63205,13515360
310,2020-12-01,NC,2883,367395,13515360
311,2020-12-01,ND,403,79655,13515360
312,2020-12-01,NE,1941,128407,13515360
313,2020-12-01,NH,772,21766,13515360
314,2020-12-01,NJ,4606,341910,13515360
315,2020-12-01,NM,2324,99419,13515360
316,2020-12-01,NV,2698,154867,13515360
317,2020-12-01,NY,7285,655265,13515360
318,2020-12-01,OH,9030,430093,13515360
319,2020-12-01,OK,1737,199482,13515360
320,2020-12-01,OR,1223,76654,13515360
321,2020-12-01,PA,5676,367140,13515360
322,2020-12-01,PR,775,53320,13515360
323,2020-12-01,RI,1183,57906,13515360
324,2020-12-01,SC,1425,218912,13515360
325,2020-12-01,SD,448,80912,13515360
326,2020-12-01,TN,5693,380186,13515360
327,2020-12-01,TX,16139,1184250,13515360
328,2020-12-01,UT,2510,198216,13515360
329,2020-12-01,VA,2228,240063,13515360
330,2020-12-01,VI,6,1550,13515360
331,2020-12-01,VT,69,4365,13515360
332,2020-12-01,WA,2319,165019,13515360
333,2020-12-01,WI,4635,416365,13515360
334,2020-12-01,WV,976,48818,13515360
335,2020-12-01,WY,500,33805,13515360
336,2020-11-30,AK,507,31323,13338607
337,2020-11-30,AL,2295,249524,13338607
338,2020-11-30,AR,1112,157359,13338607
339,2020-11-30,AS,0,0,13338607
340,2020-11-30,AZ,822,326817,13338607
341,2020-11-30,CA,14034,1212968,13338607
342,2020-11-30,CO,4133,232905,13338607
343,2020-11-30,CT,4714,117295,13338607
344,2020-11-30,DC,104,21552,13338607
345,2020-11-30,DE,403,35654,13338607
346,2020-11-30,FL,6426,983370,13338607
347,2020-11-30,GA,1532,422133,13338607
348,2020-11-30,GU,34,6852,13338607
349,2020-11-30,HI,85,18223,13338607
350,2020-11-30,IA,1143,202410,13338607
351,2020-11-30,ID,824,100484,13338607
352,2020-11-30,IL,6190,726304,13338607
353,2020-11-30,IN,5665,338977,13338607
354,2020-11-30,KS,4425,157446,13338607
355,2020-11-30,KY,2116,179041,13338607
356,2020-11-30,LA,169,232414,13338607
357,2020-11-30,MA,1168,226132,13338607
358,2020-11-30,MD,1923,198370,13338607
359,2020-11-30,ME,249,11757,13338607
360,2020-11-30,MI,10790,388942,13338607
361,2020-11-30,MN,5794,318763,13338607
362,2020-11-30,MO,3829,299762,13338607
363,2020-11-30,MP,2,106,13338607
364,2020-11-30,MS,1485,153270,13338607
365,2020-11-30,MT,397,62198,13338607
366,2020-11-30,NC,2734,364512,13338607
367,2020-11-30,ND,594,79252,13338607
368,2020-11-30,NE,1143,126466,13338607
369,2020-11-30,NH,514,20994,13338607
370,2020-11-30,NJ,3190,337304,13338607
371,2020-11-30,NM,1678,97095,13338607
372,2020-11-30,NV,1642,152169,13338607
373,2020-11-30,NY,6819,647980,13338607
374,2020-11-30,OH,6631,421063,13338607
375,2020-11-30,OK,2200,197745,13338607
376,2020-11-30,OR,1311,75431,13338607
377,2020-11-30,PA,4268,361464,13338607
378,2020-11-30,PR,843,52545,13338607
379,2020-11-30,RI,651,56723,13338607
380,2020-11-30,SC,1358,217487,13338607
381,2020-11-30,SD,564,80464,13338607
382,2020-11-30,TN,7975,374493,13338607
383,2020-11-30,TX,10838,1168111,13338607
384,2020-11-30,UT,1897,195706,13338607
385,2020-11-30,VA,1893,237835,13338607
386,2020-11-30,VI,0,1544,13338607
387,2020-11-30,VT,71,4296,13338607
388,2020-11-30,WA,2066,162700,13338607
389,2020-11-30,WI,2676,411730,13338607
390,2020-11-30,WV,845,47842,13338607
391,2020-11-30,WY,816,33305,13338607
392,2020-11-29,AK,612,30816,13191020
393,2020-11-29,AL,2236,247229,13191020
394,2020-11-29,AR,1221,156247,13191020
395,2020-11-29,AS,0,0,13191020
396,2020-11-29,AZ,3221,325995,13191020
397,2020-11-29,CA,15614,1198934,13191020
398,2020-11-29,CO,3489,228772,13191020
399,2020-11-29,CT,0,112581,13191020
400,2020-11-29,DC,140,21448,13191020
401,2020-11-29,DE,581,35251,13191020
402,2020-11-29,FL,7131,976944,13191020
403,2020-11-29,GA,1665,420601,13191020
404,2020-11-29,GU,36,6818,13191020
405,2020-11-29,HI,56,18138,13191020
406,2020-11-29,IA,1584,201267,13191020
407,2020-11-29,ID,1160,99660,13191020
408,2020-11-29,IL,7178,720114,13191020
409,2020-11-29,IN,4304,333312,13191020
410,2020-11-29,KS,0,153021,13191020
411,2020-11-29,KY,2743,176925,13191020
412,2020-11-29,LA,1643,232245,13191020
413,2020-11-29,MA,2495,224964,13191020
414,2020-11-29,MD,1999,196447,13191020
415,2020-11-29,ME,220,11508,13191020
416,2020-11-29,MI,0,378152,13191020
417,2020-11-29,MN,8946,312969,13191020
418,2020-11-29,MO,3193,295933,13191020
419,2020-11-29,MP,0,104,13191020
420,2020-11-29,MS,1845,151785,13191020
421,2020-11-29,MT,956,61801,13191020
422,2020-11-29,NC,3820,361778,13191020
423,2020-11-29,ND,723,78658,13191020
424,2020-11-29,NE,1257,125323,13191020
425,2020-11-29,NH,478,20480,13191020
426,2020-11-29,NJ,3839,334114,13191020
427,2020-11-29,NM,1435,95417,13191020
428,2020-11-29,NV,1298,150527,13191020
429,2020-11-29,NY,6723,641161,13191020
430,2020-11-29,OH,7729,414432,13191020
431,2020-11-29,OK,1721,195545,13191020
432,2020-11-29,OR,1614,74120,13191020
433,2020-11-29,PA,5529,357196,13191020
434,2020-11-29,PR,121,51702,13191020
435,2020-11-29,RI,1055,56072,13191020
436,2020-11-29,SC,1218,216129,13191020
437,2020-11-29,SD,801,79900,13191020
438,2020-11-29,TN,3052,366518,13191020
439,2020-11-29,TX,6204,1157273,13191020
440,2020-11-29,UT,1722,193809,13191020
441,2020-11-29,VA,2325,235942,13191020
442,2020-11-29,VI,6,1544,13191020
443,2020-11-29,VT,70,4225,13191020
444,2020-11-29,WA,2467,160634,13191020
445,2020-11-29,WI,4055,409054,13191020
446,2020-11-29,WV,1152,46997,13191020
447,2020-11-29,WY,560,32489,13191020
448,2020-11-28,AK,650,30204,13055778
449,2020-11-28,AL,2119,244993,13055778
450,2020-11-28,AR,1349,155026,13055778
451,2020-11-28,AS,0,0,13055778
452,2020-11-28,AZ,4136,322774,13055778
453,2020-11-28,CA,11996,1183320,13055778
454,2020-11-28,CO,4330,225283,13055778
455,2020-11-28,CT,0,112581,13055778
456,2020-11-28,DC,371,21308,13055778
457,2020-11-28,DE,500,34670,13055778
458,2020-11-28,FL,6062,969813,13055778
459,2020-11-28,GA,2633,418936,13055778
460,2020-11-28,GU,14,6782,13055778
461,2020-11-28,HI,76,18082,13055778
462,2020-11-28,IA,1461,199683,13055778
463,2020-11-28,ID,1997,98500,13055778
464,2020-11-28,IL,7873,712936,13055778
465,2020-11-28,IN,4471,329008,13055778
466,2020-11-28,KS,0,153021,13055778
467,2020-11-28,KY,2427,174182,13055778
468,2020-11-28,LA,0,230602,13055778
469,2020-11-28,MA,3217,222469,13055778
470,2020-11-28,MD,1590,194448,13055778
471,2020-11-28,ME,23,11288,13055778
472,2020-11-28,MI,8351,378152,13055778
473,2020-11-28,MN,9022,304023,13055778
474,2020-11-28,MO,2204,292740,13055778
475,2020-11-28,MP,0,104,13055778
476,2020-11-28,MS,1553,149940,13055778
477,2020-11-28,MT,1049,60845,13055778
478,2020-11-28,NC,3444,357958,13055778
479,2020-11-28,ND,703,77935,13055778
480,2020-11-28,NE,1114,124066,13055778
481,2020-11-28,NH,689,20002,13055778
482,2020-11-28,NJ,3802,330275,13055778
483,2020-11-28,NM,2130,93982,13055778
484,2020-11-28,NV,2912,149229,13055778
485,2020-11-28,NY,6063,634438,13055778
486,2020-11-28,OH,6895,406703,13055778
487,2020-11-28,OK,6257,193824,13055778
488,2020-11-28,OR,1674,72506,13055778
489,2020-11-28,PA,8053,351667,13055778
490,2020-11-28,PR,903,51581,13055778
491,2020-11-28,RI,1063,55017,13055778
492,2020-11-28,SC,1791,214911,13055778
493,2020-11-28,SD,819,79099,13055778
494,2020-11-28,TN,6750,363466,13055778
495,2020-11-28,TX,4024,1151069,13055778
496,2020-11-28,UT,2043,192087,13055778
497,2020-11-28,VA,3173,233617,13055778
498,2020-11-28,VI,17,1538,13055778
499,2020-11-28,VT,40,4155,13055778
500,2020-11-28,WA,4261,158167,13055778
501,2020-11-28,WI,5473,404999,13055778
502,2020-11-28,WV,799,45845,13055778
503,2020-11-28,WY,156,31929,13055778
504,2020-11-27,AK,662,29554,12901256
505,2020-11-27,AL,917,242874,12901256
506,2020-11-27,AR,1052,153677,12901256
507,2020-11-27,AS,0,0,12901256
508,2020-11-27,AZ,4312,318638,12901256
509,2020-11-27,CA,12635,1171324,12901256
510,2020-11-27,CO,4270,220953,12901256
511,2020-11-27,CT,3429,112581,12901256
512,2020-11-27,DC,201,20937,12901256
513,2020-11-27,DE,591,34170,12901256
514,2020-11-27,FL,16795,963751,12901256
515,2020-11-27,GA,2394,416303,12901256
516,2020-11-27,GU,20,6768,12901256
517,2020-11-27,HI,125,18006,12901256
518,2020-11-27,IA,1136,198222,12901256
519,2020-11-27,ID,0,96503,12901256
520,2020-11-27,IL,7574,705063,12901256
521,2020-11-27,IN,5643,324537,12901256
522,2020-11-27,KS,5224,153021,12901256
523,2020-11-27,KY,5616,171755,12901256
524,2020-11-27,LA,4964,230602,12901256
525,2020-11-27,MA,4658,219252,12901256
526,2020-11-27,MD,2378,192858,12901256
527,2020-11-27,ME,0,11265,12901256
528,2020-11-27,MI,17368,369801,12901256
529,2020-11-27,MN,5698,295001,12901256
530,2020-11-27,MO,3273,290536,12901256
531,2020-11-27,MP,0,104,12901256
532,2020-11-27,MS,1005,148387,12901256
533,2020-11-27,MT,114,59796,12901256
534,2020-11-27,NC,8008,354514,12901256
535,2020-11-27,ND,790,77232,12901256
536,2020-11-27,NE,2876,122952,12901256
537,2020-11-27,NH,537,19313,12901256
538,2020-11-27,NJ,4095,326473,12901256
539,2020-11-27,NM,2056,91852,12901256
540,2020-11-27,NV,1536,146317,12901256
541,2020-11-27,NY,8176,628375,12901256
542,2020-11-27,OH,17065,399808,12901256
543,2020-11-27,OK,3225,187567,12901256
544,2020-11-27,OR,826,70832,12901256
545,2020-11-27,PA,7360,343614,12901256
546,2020-11-27,PR,1452,50678,12901256
547,2020-11-27,RI,463,53954,12901256
548,2020-11-27,SC,2215,213120,12901256
549,2020-11-27,SD,2138,78280,12901256
550,2020-11-27,TN,4340,356716,12901256
551,2020-11-27,TX,3429,1147045,12901256
552,2020-11-27,UT,6142,190044,12901256
553,2020-11-27,VA,1544,230444,12901256
554,2020-11-27,VI,0,1521,12901256
555,2020-11-27,VT,98,4115,12901256
556,2020-11-27,WA,0,153906,12901256
557,2020-11-27,WI,1422,399526,12901256
558,2020-11-27,WV,866,45046,12901256
559,2020-11-27,WY,1012,31773,12901256
560,2020-11-26,AK,553,28892,12707531
561,2020-11-26,AL,2639,241957,12707531
562,2020-11-26,AR,2348,152625,12707531
563,2020-11-26,AS,0,0,12707531
564,2020-11-26,AZ,3476,314326,12707531
565,2020-11-26,CA,14640,1158689,12707531
566,2020-11-26,CO,6053,216683,12707531
567,2020-11-26,CT,0,109152,12707531
568,2020-11-26,DC,220,20736,12707531
569,2020-11-26,DE,584,33579,12707531
570,2020-11-26,FL,0,946956,12707531
571,2020-11-26,GA,2907,413909,12707531
572,2020-11-26,GU,43,6748,12707531
573,2020-11-26,HI,117,17881,12707531
574,2020-11-26,IA,2691,197086,12707531
575,2020-11-26,ID,1773,96503,12707531
576,2020-11-26,IL,12022,697489,12707531
577,2020-11-26,IN,6373,318894,12707531
578,2020-11-26,KS,0,147797,12707531
579,2020-11-26,KY,0,166139,12707531
580,2020-11-26,LA,0,225638,12707531
581,2020-11-26,MA,0,214594,12707531
582,2020-11-26,MD,2319,190480,12707531
583,2020-11-26,ME,238,11265,12707531
584,2020-11-26,MI,0,352433,12707531
585,2020-11-26,MN,0,289303,12707531
586,2020-11-26,MO,4471,287263,12707531
587,2020-11-26,MP,0,104,12707531
588,2020-11-26,MS,1746,147382,12707531
589,2020-11-26,MT,1117,59682,12707531
590,2020-11-26,NC,0,346506,12707531
591,2020-11-26,ND,964,76442,12707531
592,2020-11-26,NE,2394,120076,12707531
593,2020-11-26,NH,0,18776,12707531
594,2020-11-26,NJ,4473,322378,12707531
595,2020-11-26,NM,1694,89796,12707531
596,2020-11-26,NV,2542,144781,12707531
597,2020-11-26,NY,6933,620199,12707531
598,2020-11-26,OH,0,382743,12707531
599,2020-11-26,OK,0,184342,12707531
600,2020-11-26,OR,1503,70006,12707531
601,2020-11-26,PA,8425,336254,12707531
602,2020-11-26,PR,501,49226,12707531
603,2020-11-26,RI,1174,53491,12707531
604,2020-11-26,SC,0,210905,12707531
605,2020-11-26,SD,0,76142,12707531
606,2020-11-26,TN,4404,352376,12707531
607,2020-11-26,TX,12636,1143616,12707531
608,2020-11-26,UT,0,183902,12707531
609,2020-11-26,VA,2600,228900,12707531
610,2020-11-26,VI,0,1521,12707531
611,2020-11-26,VT,79,4017,12707531
612,2020-11-26,WA,2887,153906,12707531
613,2020-11-26,WI,5666,398104,12707531
614,2020-11-26,WV,1130,44180,12707531
615,2020-11-26,WY,0,30761,12707531
616,2020-11-25,AK,670,28339,12581196
617,2020-11-25,AL,2453,239318,12581196
618,2020-11-25,AR,1965,150277,12581196
619,2020-11-25,AS,0,0,12581196
620,2020-11-25,AZ,3982,310850,12581196
621,2020-11-25,CA,18350,1144049,12581196
622,2020-11-25,CO,4191,210630,12581196
623,2020-11-25,CT,1872,109152,12581196
624,2020-11-25,DC,107,20516,12581196
625,2020-11-25,DE,331,32995,12581196
626,2020-11-25,FL,8126,946956,12581196
627,2020-11-25,GA,2358,411002,12581196
628,2020-11-25,GU,50,6705,12581196
629,2020-11-25,HI,108,17764,12581196
630,2020-11-25,IA,3243,194395,12581196
631,2020-11-25,ID,1640,94730,12581196
632,2020-11-25,IL,11378,685467,12581196
633,2020-11-25,IN,5983,312521,12581196
634,2020-11-25,KS,5738,147797,12581196
635,2020-11-25,KY,3301,166139,12581196
636,2020-11-25,LA,1235,225638,12581196
637,2020-11-25,MA,3395,214594,12581196
638,2020-11-25,MD,2697,188161,12581196
639,2020-11-25,ME,228,11027,12581196
640,2020-11-25,MI,4687,352433,12581196
641,2020-11-25,MN,6387,289303,12581196
642,2020-11-25,MO,4131,282792,12581196
