,Date,State,DailyIncrease,TotalStateCount,NationalPositiveCount
7111,2020-08-02,WY,39,2808,4628823
7112,2020-08-01,AK,144,3137,4582313
7113,2020-08-01,AL,1626,89349,4582313
7114,2020-08-01,AR,662,43173,4582313
7115,2020-08-01,AS,0,0,4582313
7116,2020-08-01,AZ,2992,177002,4582313
7117,2020-08-01,CA,6542,500130,4582313
7118,2020-08-01,CO,458,47267,4582313
7119,2020-08-01,CT,0,49810,4582313
7120,2020-08-01,DC,79,12205,4582313
7121,2020-08-01,DE,89,14877,4582313
7122,2020-08-01,FL,9502,472859,4582313
7123,2020-08-01,GA,3660,190012,4582313
7124,2020-08-01,GU,11,367,4582313
7125,2020-08-01,HI,122,2111,4582313
7126,2020-08-01,IA,394,44976,4582313
7127,2020-08-01,ID,475,20721,4582313
7128,2020-08-01,IL,1639,181757,4582313
7129,2020-08-01,IN,968,67122,4582313
7130,2020-08-01,KS,0,27812,4582313
7131,2020-08-01,KY,572,30723,4582313
7132,2020-08-01,LA,0,116280,4582313
7133,2020-08-01,MA,428,118040,4582313
7134,2020-08-01,MD,1019,89365,4582313
7135,2020-08-01,ME,25,3937,4582313
7136,2020-08-01,MI,758,91332,4582313
7137,2020-08-01,MN,725,55188,4582313
7138,2020-08-01,MO,935,51258,4582313
7139,2020-08-01,MP,0,42,4582313
7140,2020-08-01,MS,1134,59881,4582313
7141,2020-08-01,MT,116,4081,4582313
7142,2020-08-01,NC,1730,123878,4582313
7143,2020-08-01,ND,132,6593,4582313
7144,2020-08-01,NE,445,26211,4582313
7145,2020-08-01,NH,69,6613,4582313
7146,2020-08-01,NJ,369,182029,4582313
7147,2020-08-01,NM,196,20796,4582313
7148,2020-08-01,NV,986,49074,4582313
7149,2020-08-01,NY,753,415767,4582313
7150,2020-08-01,OH,928,92087,4582313
7151,2020-08-01,OK,1244,37731,4582313
7152,2020-08-01,OR,325,18817,4582313
7153,2020-08-01,PA,888,112936,4582313
7154,2020-08-01,PR,546,6543,4582313
7155,2020-08-01,RI,0,19022,4582313
7156,2020-08-01,SC,1583,90599,4582313
7157,2020-08-01,SD,103,8867,4582313
7158,2020-08-01,TN,2225,108184,4582313
7159,2020-08-01,TX,9539,430485,4582313
7160,2020-08-01,UT,506,40702,4582313
7161,2020-08-01,VA,913,90801,4582313
7162,2020-08-01,VI,15,421,4582313
7163,2020-08-01,VT,5,1421,4582313
7164,2020-08-01,WA,410,60360,4582313
7165,2020-08-01,WI,1124,58058,4582313
7166,2020-08-01,WV,93,6735,4582313
7167,2020-08-01,WY,43,2769,4582313
7168,2020-07-31,AK,106,2993,4522068
7169,2020-07-31,AL,1961,87723,4522068
7170,2020-07-31,AR,752,42511,4522068
7171,2020-07-31,AS,0,0,4522068
7172,2020-07-31,AZ,3212,174010,4522068
7173,2020-07-31,CA,8086,493588,4522068
7174,2020-07-31,CO,605,46809,4522068
7175,2020-07-31,CT,140,49810,4522068
7176,2020-07-31,DC,69,12126,4522068
7177,2020-07-31,DE,99,14788,4522068
7178,2020-07-31,FL,8900,463357,4522068
7179,2020-07-31,GA,4066,186352,4522068
7180,2020-07-31,GU,2,356,4522068
7181,2020-07-31,HI,124,1989,4522068
7182,2020-07-31,IA,544,44582,4522068
7183,2020-07-31,ID,567,20246,4522068
7184,2020-07-31,IL,1980,180118,4522068
7185,2020-07-31,IN,901,66154,4522068
7186,2020-07-31,KS,942,27812,4522068
7187,2020-07-31,KY,765,30151,4522068
7188,2020-07-31,LA,1799,116280,4522068
7189,2020-07-31,MA,514,117612,4522068
7190,2020-07-31,MD,1169,88346,4522068
7191,2020-07-31,ME,24,3912,4522068
7192,2020-07-31,MI,793,90574,4522068
7193,2020-07-31,MN,771,54463,4522068
7194,2020-07-31,MO,1489,50323,4522068
7195,2020-07-31,MP,0,42,4522068
7196,2020-07-31,MS,1168,58747,4522068
7197,2020-07-31,MT,151,3965,4522068
7198,2020-07-31,NC,1954,122148,4522068
7199,2020-07-31,ND,167,6461,4522068
7200,2020-07-31,NE,344,25766,4522068
7201,2020-07-31,NH,31,6544,4522068
7202,2020-07-31,NJ,690,181660,4522068
7203,2020-07-31,NM,212,20600,4522068
7204,2020-07-31,NV,1264,48088,4522068
7205,2020-07-31,NY,644,415014,4522068
7206,2020-07-31,OH,1533,91159,4522068
7207,2020-07-31,OK,747,36487,4522068
7208,2020-07-31,OR,361,18492,4522068
7209,2020-07-31,PA,970,112048,4522068
7210,2020-07-31,PR,77,5997,4522068
7211,2020-07-31,RI,72,19022,4522068
7212,2020-07-31,SC,1444,89016,4522068
7213,2020-07-31,SD,79,8764,4522068
7214,2020-07-31,TN,3088,105959,4522068
7215,2020-07-31,TX,8839,420946,4522068
7216,2020-07-31,UT,500,40196,4522068
7217,2020-07-31,VA,984,89888,4522068
7218,2020-07-31,VI,21,406,4522068
7219,2020-07-31,VT,8,1416,4522068
7220,2020-07-31,WA,687,59950,4522068
7221,2020-07-31,WI,855,56934,4522068
7222,2020-07-31,WV,220,6642,4522068
7223,2020-07-31,WY,40,2726,4522068
7224,2020-07-30,AK,84,2887,4454538
7225,2020-07-30,AL,1980,85762,4454538
7226,2020-07-30,AR,791,41759,4454538
7227,2020-07-30,AS,0,0,4454538
7228,2020-07-30,AZ,2525,170798,4454538
7229,2020-07-30,CA,10197,485502,4454538
7230,2020-07-30,CO,408,46204,4454538
7231,2020-07-30,CT,130,49670,4454538
7232,2020-07-30,DC,58,12057,4454538
7233,2020-07-30,DE,87,14689,4454538
7234,2020-07-30,FL,9835,454457,4454538
7235,2020-07-30,GA,3963,182286,4454538
7236,2020-07-30,GU,3,354,4454538
7237,2020-07-30,HI,108,1865,4454538
7238,2020-07-30,IA,761,44038,4454538
7239,2020-07-30,ID,457,19679,4454538
7240,2020-07-30,IL,1772,178138,4454538
7241,2020-07-30,IN,954,65253,4454538
7242,2020-07-30,KS,0,26870,4454538
7243,2020-07-30,KY,659,29386,4454538
7244,2020-07-30,LA,1708,114481,4454538
7245,2020-07-30,MA,414,117098,4454538
7246,2020-07-30,MD,892,87177,4454538
7247,2020-07-30,ME,22,3888,4454538
7248,2020-07-30,MI,807,89781,4454538
7249,2020-07-30,MN,745,53692,4454538
7250,2020-07-30,MO,2084,48834,4454538
7251,2020-07-30,MP,2,42,4454538
7252,2020-07-30,MS,1775,57579,4454538
7253,2020-07-30,MT,138,3814,4454538
7254,2020-07-30,NC,2344,120194,4454538
7255,2020-07-30,ND,73,6294,4454538
7256,2020-07-30,NE,265,25422,4454538
7257,2020-07-30,NH,13,6513,4454538
7258,2020-07-30,NJ,204,180970,4454538
7259,2020-07-30,NM,252,20388,4454538
7260,2020-07-30,NV,1018,46824,4454538
7261,2020-07-30,NY,777,414370,4454538
7262,2020-07-30,OH,1733,89626,4454538
7263,2020-07-30,OK,1117,35740,4454538
7264,2020-07-30,OR,410,18131,4454538
7265,2020-07-30,PA,860,111078,4454538
7266,2020-07-30,PR,220,5920,4454538
7267,2020-07-30,RI,150,18950,4454538
7268,2020-07-30,SC,1726,87572,4454538
7269,2020-07-30,SD,44,8685,4454538
7270,2020-07-30,TN,2049,102871,4454538
7271,2020-07-30,TX,8800,412107,4454538
7272,2020-07-30,UT,502,39696,4454538
7273,2020-07-30,VA,911,88904,4454538
7274,2020-07-30,VI,0,385,4454538
7275,2020-07-30,VT,1,1408,4454538
7276,2020-07-30,WA,733,59263,4454538
7277,2020-07-30,WI,1091,56079,4454538
7278,2020-07-30,WV,96,6422,4454538
7279,2020-07-30,WY,58,2686,4454538
7280,2020-07-29,AK,68,2803,4385732
7281,2020-07-29,AL,1416,83782,4385732
7282,2020-07-29,AR,787,40968,4385732
7283,2020-07-29,AS,0,0,4385732
7284,2020-07-29,AZ,2339,168273,4385732
7285,2020-07-29,CA,8755,475305,4385732
7286,2020-07-29,CO,482,45796,4385732
7287,2020-07-29,CT,463,49540,4385732
7288,2020-07-29,DC,54,11999,4385732
7289,2020-07-29,DE,126,14602,4385732
7290,2020-07-29,FL,9320,444622,4385732
7291,2020-07-29,GA,3271,178323,4385732
7292,2020-07-29,GU,2,351,4385732
7293,2020-07-29,HI,46,1757,4385732
7294,2020-07-29,IA,500,43277,4385732
7295,2020-07-29,ID,528,19222,4385732
7296,2020-07-29,IL,1393,176366,4385732
7297,2020-07-29,IN,621,64299,4385732
7298,2020-07-29,KS,698,26870,4385732
7299,2020-07-29,KY,601,28727,4385732
7300,2020-07-29,LA,1735,112773,4385732
7301,2020-07-29,MA,502,116684,4385732
7302,2020-07-29,MD,761,86285,4385732
7303,2020-07-29,ME,28,3866,4385732
7304,2020-07-29,MI,1016,88974,4385732
7305,2020-07-29,MN,666,52947,4385732
7306,2020-07-29,MO,1927,46750,4385732
7307,2020-07-29,MP,0,40,4385732
7308,2020-07-29,MS,1505,55804,4385732
7309,2020-07-29,MT,201,3676,4385732
7310,2020-07-29,NC,1763,117850,4385732
7311,2020-07-29,ND,89,6221,4385732
7312,2020-07-29,NE,258,25157,4385732
7313,2020-07-29,NH,0,6500,4385732
7314,2020-07-29,NJ,471,180766,4385732
7315,2020-07-29,NM,345,20136,4385732
7316,2020-07-29,NV,870,45806,4385732
7317,2020-07-29,NY,715,413593,4385732
7318,2020-07-29,OH,1396,87893,4385732
7319,2020-07-29,OK,848,34623,4385732
7320,2020-07-29,OR,305,17721,4385732
7321,2020-07-29,PA,834,110218,4385732
7322,2020-07-29,PR,115,5700,4385732
7323,2020-07-29,RI,75,18800,4385732
7324,2020-07-29,SC,1737,85846,4385732
7325,2020-07-29,SD,149,8641,4385732
7326,2020-07-29,TN,1778,100822,4385732
7327,2020-07-29,TX,9042,403307,4385732
7328,2020-07-29,UT,339,39194,4385732
7329,2020-07-29,VA,999,87993,4385732
7330,2020-07-29,VI,10,385,4385732
7331,2020-07-29,VT,1,1407,4385732
7332,2020-07-29,WA,875,58530,4385732
7333,2020-07-29,WI,924,54988,4385732
7334,2020-07-29,WV,153,6326,4385732
7335,2020-07-29,WY,39,2628,4385732
7336,2020-07-28,AK,108,2735,4321791
7337,2020-07-28,AL,1251,82366,4321791
7338,2020-07-28,AR,734,40181,4321791
7339,2020-07-28,AS,0,0,4321791
7340,2020-07-28,AZ,2107,165934,4321791
7341,2020-07-28,CA,6000,466550,4321791
7342,2020-07-28,CO,749,45314,4321791
7343,2020-07-28,CT,94,49077,4321791
7344,2020-07-28,DC,87,11945,4321791
7345,2020-07-28,DE,70,14476,4321791
7346,2020-07-28,FL,9138,435302,4321791
7347,2020-07-28,GA,4209,175052,4321791
7348,2020-07-28,GU,3,349,4321791
7349,2020-07-28,HI,28,1711,4321791
7350,2020-07-28,IA,223,42777,4321791
7351,2020-07-28,ID,517,18694,4321791
7352,2020-07-28,IL,1076,174973,4321791
7353,2020-07-28,IN,771,63678,4321791
7354,2020-07-28,KS,0,26172,4321791
7355,2020-07-28,KY,525,28126,4321791
7356,2020-07-28,LA,1121,111038,4321791
7357,2020-07-28,MA,256,116182,4321791
7358,2020-07-28,MD,648,85524,4321791
7359,2020-07-28,ME,6,3838,4321791
7360,2020-07-28,MI,785,87958,4321791
7361,2020-07-28,MN,478,52281,4321791
7362,2020-07-28,MO,1773,44823,4321791
7363,2020-07-28,MP,0,40,4321791
7364,2020-07-28,MS,1342,54299,4321791
7365,2020-07-28,MT,94,3475,4321791
7366,2020-07-28,NC,1749,116087,4321791
7367,2020-07-28,ND,151,6132,4321791
7368,2020-07-28,NE,281,24899,4321791
7369,2020-07-28,NH,64,6500,4321791
7370,2020-07-28,NJ,483,180295,4321791
7371,2020-07-28,NM,289,19791,4321791
7372,2020-07-28,NV,1105,44936,4321791
7373,2020-07-28,NY,534,412878,4321791
7374,2020-07-28,OH,1320,86497,4321791
7375,2020-07-28,OK,1089,33775,4321791
7376,2020-07-28,OR,328,17416,4321791
7377,2020-07-28,PA,1120,109384,4321791
7378,2020-07-28,PR,169,5585,4321791
7379,2020-07-28,RI,210,18725,4321791
7380,2020-07-28,SC,1692,84109,4321791
7381,2020-07-28,SD,48,8492,4321791
7382,2020-07-28,TN,2555,99044,4321791
7383,2020-07-28,TX,8342,394265,4321791
7384,2020-07-28,UT,446,38855,4321791
7385,2020-07-28,VA,922,86994,4321791
7386,2020-07-28,VI,11,375,4321791
7387,2020-07-28,VT,3,1406,4321791
7388,2020-07-28,WA,909,57655,4321791
7389,2020-07-28,WI,783,54064,4321791
7390,2020-07-28,WV,119,6173,4321791
7391,2020-07-28,WY,69,2589,4321791
7392,2020-07-27,AK,94,2627,4262807
7393,2020-07-27,AL,1821,81115,4262807
7394,2020-07-27,AR,824,39447,4262807
7395,2020-07-27,AS,0,0,4262807
7396,2020-07-27,AZ,1813,163827,4262807
7397,2020-07-27,CA,6891,460550,4262807
7398,2020-07-27,CO,229,44565,4262807
7399,2020-07-27,CT,207,48983,4262807
7400,2020-07-27,DC,78,11858,4262807
7401,2020-07-27,DE,116,14406,4262807
7402,2020-07-27,FL,8804,426164,4262807
7403,2020-07-27,GA,2890,170843,4262807
7404,2020-07-27,GU,9,346,4262807
7405,2020-07-27,HI,63,1683,4262807
7406,2020-07-27,IA,354,42554,4262807
7407,2020-07-27,ID,350,18177,4262807
7408,2020-07-27,IL,1231,173897,4262807
7409,2020-07-27,IN,535,62907,4262807
7410,2020-07-27,KS,1063,26172,4262807
7411,2020-07-27,KY,522,27601,4262807
7412,2020-07-27,LA,2343,109917,4262807
7413,2020-07-27,MA,289,115926,4262807
7414,2020-07-27,MD,1128,84876,4262807
7415,2020-07-27,ME,18,3832,4262807
7416,2020-07-27,MI,512,87173,4262807
7417,2020-07-27,MN,650,51803,4262807
7418,2020-07-27,MO,1123,43050,4262807
7419,2020-07-27,MP,0,40,4262807
7420,2020-07-27,MS,653,52957,4262807
7421,2020-07-27,MT,39,3381,4262807
7422,2020-07-27,NC,1625,114338,4262807
7423,2020-07-27,ND,112,5981,4262807
7424,2020-07-27,NE,223,24618,4262807
7425,2020-07-27,NH,0,6436,4262807
7426,2020-07-27,NJ,449,179812,4262807
7427,2020-07-27,NM,460,19502,4262807
7428,2020-07-27,NV,997,43831,4262807
7429,2020-07-27,NY,608,412344,4262807
7430,2020-07-27,OH,1104,85177,4262807
7431,2020-07-27,OK,1401,32686,4262807
7432,2020-07-27,OR,330,17088,4262807
7433,2020-07-27,PA,839,108264,4262807
7434,2020-07-27,PR,180,5416,4262807
7435,2020-07-27,RI,291,18515,4262807
7436,2020-07-27,SC,1218,82417,4262807
7437,2020-07-27,SD,49,8444,4262807
7438,2020-07-27,TN,2553,96489,4262807
7439,2020-07-27,TX,4267,385923,4262807
7440,2020-07-27,UT,436,38409,4262807
7441,2020-07-27,VA,1505,86072,4262807
7442,2020-07-27,VI,3,364,4262807
7443,2020-07-27,VT,2,1403,4262807
7444,2020-07-27,WA,973,56746,4262807
7445,2020-07-27,WI,601,53281,4262807
7446,2020-07-27,WV,94,6054,4262807
7447,2020-07-27,WY,45,2520,4262807
7448,2020-07-26,AK,185,2533,4207793
7449,2020-07-26,AL,1164,79294,4207793
7450,2020-07-26,AR,1374,38623,4207793
7451,2020-07-26,AS,0,0,4207793
7452,2020-07-26,AZ,1973,162014,4207793
7453,2020-07-26,CA,8259,453659,4207793
7454,2020-07-26,CO,547,44336,4207793
7455,2020-07-26,CT,0,48776,4207793
7456,2020-07-26,DC,63,11780,4207793
7457,2020-07-26,DE,115,14290,4207793
7458,2020-07-26,FL,9246,417360,4207793
7459,2020-07-26,GA,2765,167953,4207793
7460,2020-07-26,GU,0,337,4207793
7461,2020-07-26,HI,71,1620,4207793
7462,2020-07-26,IA,529,42200,4207793
7463,2020-07-26,ID,563,17827,4207793
7464,2020-07-26,IL,1541,172666,4207793
7465,2020-07-26,IN,852,62372,4207793
7466,2020-07-26,KS,0,25109,4207793
7467,2020-07-26,KY,315,27079,4207793
7468,2020-07-26,LA,3840,107574,4207793
7469,2020-07-26,MA,369,115637,4207793
7470,2020-07-26,MD,694,83748,4207793
7471,2020-07-26,ME,24,3814,4207793
7472,2020-07-26,MI,1589,86661,4207793
7473,2020-07-26,MN,862,51153,4207793
7474,2020-07-26,MO,1218,41927,4207793
7475,2020-07-26,MP,1,40,4207793
7476,2020-07-26,MS,1207,52304,4207793
7477,2020-07-26,MT,82,3342,4207793
7478,2020-07-26,NC,1621,112713,4207793
7479,2020-07-26,ND,140,5869,4207793
7480,2020-07-26,NE,221,24395,4207793
7481,2020-07-26,NH,21,6436,4207793
7482,2020-07-26,NJ,505,179363,4207793
7483,2020-07-26,NM,254,19042,4207793
7484,2020-07-26,NV,1018,42834,4207793
7485,2020-07-26,NY,536,411736,4207793
7486,2020-07-26,OH,889,84073,4207793
7487,2020-07-26,OK,1204,31285,4207793
7488,2020-07-26,OR,266,16758,4207793
7489,2020-07-26,PA,800,107425,4207793
7490,2020-07-26,PR,194,5236,4207793
7491,2020-07-26,RI,0,18224,4207793
7492,2020-07-26,SC,1191,81199,4207793
7493,2020-07-26,SD,90,8395,4207793
7494,2020-07-26,TN,3140,93936,4207793
7495,2020-07-26,TX,5810,381656,4207793
7496,2020-07-26,UT,350,37973,4207793
7497,2020-07-26,VA,958,84567,4207793
7498,2020-07-26,VI,9,361,4207793
7499,2020-07-26,VT,4,1401,4207793
7500,2020-07-26,WA,321,55773,4207793
7501,2020-07-26,WI,965,52680,4207793
7502,2020-07-26,WV,139,5960,4207793
7503,2020-07-26,WY,29,2475,4207793
7504,2020-07-25,AK,88,2348,4147670
7505,2020-07-25,AL,2125,78130,4147670
7506,2020-07-25,AR,0,37249,4147670
7507,2020-07-25,AS,0,0,4147670
7508,2020-07-25,AZ,3740,160041,4147670
7509,2020-07-25,CA,10066,445400,4147670
7510,2020-07-25,CO,809,43789,4147670
7511,2020-07-25,CT,0,48776,4147670
7512,2020-07-25,DC,68,11717,4147670
7513,2020-07-25,DE,-27,14175,4147670
7514,2020-07-25,FL,12045,408114,4147670
7515,2020-07-25,GA,3787,165188,4147670
7516,2020-07-25,GU,0,337,4147670
7517,2020-07-25,HI,59,1549,4147670
7518,2020-07-25,IA,400,41671,4147670
7519,2020-07-25,ID,528,17264,4147670
7520,2020-07-25,IL,1426,171125,4147670
7521,2020-07-25,IN,922,61520,4147670
7522,2020-07-25,KS,0,25109,4147670
7523,2020-07-25,KY,833,26764,4147670
7524,2020-07-25,LA,0,103734,4147670
7525,2020-07-25,MA,283,115268,4147670
7526,2020-07-25,MD,1288,83054,4147670
7527,2020-07-25,ME,33,3790,4147670
7528,2020-07-25,MI,0,85072,4147670
7529,2020-07-25,MN,803,50291,4147670
7530,2020-07-25,MO,1357,40709,4147670
7531,2020-07-25,MP,1,39,4147670
7532,2020-07-25,MS,1434,51097,4147670
7533,2020-07-25,MT,221,3260,4147670
7534,2020-07-25,NC,2097,111092,4147670
7535,2020-07-25,ND,121,5729,4147670
7536,2020-07-25,NE,356,24174,4147670
7537,2020-07-25,NH,97,6415,4147670
7538,2020-07-25,NJ,513,178858,4147670
7539,2020-07-25,NM,313,18788,4147670
7540,2020-07-25,NV,931,41816,4147670
7541,2020-07-25,NY,750,411200,4147670
7542,2020-07-25,OH,1438,83184,4147670
7543,2020-07-25,OK,965,30081,4147670
7544,2020-07-25,OR,388,16492,4147670
7545,2020-07-25,PA,1054,106625,4147670
7546,2020-07-25,PR,248,5042,4147670
7547,2020-07-25,RI,0,18224,4147670
7548,2020-07-25,SC,1401,80008,4147670
7549,2020-07-25,SD,105,8305,4147670
7550,2020-07-25,TN,1718,90796,4147670
7551,2020-07-25,TX,6020,375846,4147670
7552,2020-07-25,UT,661,37623,4147670
7553,2020-07-25,VA,1245,83609,4147670
7554,2020-07-25,VI,16,352,4147670
7555,2020-07-25,VT,13,1397,4147670
7556,2020-07-25,WA,482,55452,4147670
7557,2020-07-25,WI,988,51715,4147670
7558,2020-07-25,WV,126,5821,4147670
7559,2020-07-25,WY,41,2446,4147670
7560,2020-07-24,AK,57,2260,4083294
7561,2020-07-24,AL,1793,76005,4083294
7562,2020-07-24,AR,990,37249,4083294
7563,2020-07-24,AS,0,0,4083294
7564,2020-07-24,AZ,3357,156301,4083294
7565,2020-07-24,CA,9718,435334,4083294
7566,2020-07-24,CO,666,42980,4083294
7567,2020-07-24,CT,544,48776,4083294
7568,2020-07-24,DC,78,11649,4083294
7569,2020-07-24,DE,278,14202,4083294
7570,2020-07-24,FL,12320,396069,4083294
7571,2020-07-24,GA,4813,161401,4083294
7572,2020-07-24,GU,5,337,4083294
7573,2020-07-24,HI,55,1490,4083294
7574,2020-07-24,IA,637,41271,4083294
7575,2020-07-24,ID,414,16736,4083294
7576,2020-07-24,IL,1599,169699,4083294
7577,2020-07-24,IN,996,60598,4083294
7578,2020-07-24,KS,1005,25109,4083294
7579,2020-07-24,KY,784,25931,4083294
7580,2020-07-24,LA,2084,103734,4083294
7581,2020-07-24,MA,338,114985,4083294
7582,2020-07-24,MD,930,81766,4083294
7583,2020-07-24,ME,20,3757,4083294
7584,2020-07-24,MI,641,85072,4083294
7585,2020-07-24,MN,767,49488,4083294
7586,2020-07-24,MO,1652,39352,4083294
7587,2020-07-24,MP,0,38,4083294
7588,2020-07-24,MS,1610,49663,4083294
7589,2020-07-24,MT,129,3039,4083294
7590,2020-07-24,NC,2102,108995,4083294
7591,2020-07-24,ND,122,5608,4083294
7592,2020-07-24,NE,332,23818,4083294
7593,2020-07-24,NH,23,6318,4083294
7594,2020-07-24,NJ,458,178345,4083294
7595,2020-07-24,NM,312,18475,4083294
7596,2020-07-24,NV,966,40885,4083294
7597,2020-07-24,NY,753,410450,4083294
7598,2020-07-24,OH,1560,81746,4083294
7599,2020-07-24,OK,1147,29116,4083294
7600,2020-07-24,OR,391,16104,4083294
7601,2020-07-24,PA,1213,105571,4083294
7602,2020-07-24,PR,220,4794,4083294
7603,2020-07-24,RI,76,18224,4083294
7604,2020-07-24,SC,2001,78607,4083294
7605,2020-07-24,SD,57,8200,4083294
7606,2020-07-24,TN,2091,89078,4083294
7607,2020-07-24,TX,8701,369826,4083294
7608,2020-07-24,UT,863,36962,4083294
7609,2020-07-24,VA,1127,82364,4083294
7610,2020-07-24,VI,0,336,4083294
7611,2020-07-24,VT,5,1384,4083294
7612,2020-07-24,WA,793,54970,4083294
7613,2020-07-24,WI,1058,50727,4083294
7614,2020-07-24,WV,145,5695,4083294
7615,2020-07-24,WY,58,2405,4083294
7616,2020-07-23,AK,64,2203,4008440
7617,2020-07-23,AL,2399,74212,4008440
7618,2020-07-23,AR,1013,36259,4008440
7619,2020-07-23,AS,0,0,4008440
7620,2020-07-23,AZ,2335,152944,4008440
7621,2020-07-23,CA,12040,425616,4008440
7622,2020-07-23,CO,616,42314,4008440
7623,2020-07-23,CT,9,48232,4008440
7624,2020-07-23,DC,42,11571,4008440
7625,2020-07-23,DE,132,13924,4008440
7626,2020-07-23,FL,10112,383749,4008440
7627,2020-07-23,GA,4286,156588,4008440
7628,2020-07-23,GU,2,332,4008440
7629,2020-07-23,HI,17,1435,4008440
7630,2020-07-23,IA,841,40634,4008440
7631,2020-07-23,ID,500,16322,4008440
7632,2020-07-23,IL,1624,168100,4008440
7633,2020-07-23,IN,929,59602,4008440
7634,2020-07-23,KS,0,24104,4008440
7635,2020-07-23,KY,607,25147,4008440
7636,2020-07-23,LA,2296,101650,4008440
7637,2020-07-23,MA,327,114647,4008440
7638,2020-07-23,MD,664,80836,4008440
7639,2020-07-23,ME,14,3737,4008440
7640,2020-07-23,MI,701,84431,4008440
7641,2020-07-23,MN,760,48721,4008440
7642,2020-07-23,MO,1637,37700,4008440
7643,2020-07-23,MP,0,38,4008440
7644,2020-07-23,MS,982,48053,4008440
7645,2020-07-23,MT,97,2910,4008440
7646,2020-07-23,NC,1892,106893,4008440
7647,2020-07-23,ND,125,5486,4008440
7648,2020-07-23,NE,296,23486,4008440
7649,2020-07-23,NH,33,6295,4008440
7650,2020-07-23,NJ,242,177887,4008440
7651,2020-07-23,NM,335,18163,4008440
7652,2020-07-23,NV,1262,39919,4008440
7653,2020-07-23,NY,811,409697,4008440
7654,2020-07-23,OH,1444,80186,4008440
7655,2020-07-23,OK,668,27969,4008440
7656,2020-07-23,OR,320,15713,4008440
7657,2020-07-23,PA,962,104358,4008440
7658,2020-07-23,PR,244,4574,4008440
7659,2020-07-23,RI,86,18148,4008440
7660,2020-07-23,SC,1564,76606,4008440
7661,2020-07-23,SD,66,8143,4008440
7662,2020-07-23,TN,2570,86987,4008440
7663,2020-07-23,TX,9507,361125,4008440
7664,2020-07-23,UT,521,36099,4008440
7665,2020-07-23,VA,844,81237,4008440
7666,2020-07-23,VI,16,336,4008440
7667,2020-07-23,VT,11,1379,4008440
7668,2020-07-23,WA,871,54177,4008440
7669,2020-07-23,WI,1086,49669,4008440
7670,2020-07-23,WV,344,5550,4008440
7671,2020-07-23,WY,59,2347,4008440
7672,2020-07-22,AK,94,2139,3937215
7673,2020-07-22,AL,1455,71813,3937215
7674,2020-07-22,AR,591,35246,3937215
7675,2020-07-22,AS,0,0,3937215
7676,2020-07-22,AZ,1926,150609,3937215
7677,2020-07-22,CA,12807,413576,3937215
7678,2020-07-22,CO,639,41698,3937215
7679,2020-07-22,CT,127,48223,3937215
7680,2020-07-22,DC,102,11529,3937215
7681,2020-07-22,DE,46,13792,3937215
7682,2020-07-22,FL,9664,373637,3937215
7683,2020-07-22,GA,3314,152302,3937215
7684,2020-07-22,GU,3,330,3937215
7685,2020-07-22,HI,25,1418,3937215
7686,2020-07-22,IA,319,39793,3937215
7687,2020-07-22,ID,556,15822,3937215
7688,2020-07-22,IL,1598,166476,3937215
7689,2020-07-22,IN,757,58673,3937215
7690,2020-07-22,KS,770,24104,3937215
7691,2020-07-22,KY,480,24540,3937215
7692,2020-07-22,LA,2771,99354,3937215
7693,2020-07-22,MA,287,114320,3937215
7694,2020-07-22,MD,627,80172,3937215
7695,2020-07-22,ME,0,3723,3937215
7696,2020-07-22,MI,671,83730,3937215
7697,2020-07-22,MN,504,47961,3937215
7698,2020-07-22,MO,1301,36063,3937215
7699,2020-07-22,MP,0,38,3937215
7700,2020-07-22,MS,1547,47071,3937215
7701,2020-07-22,MT,101,2813,3937215
7702,2020-07-22,NC,2140,105001,3937215
7703,2020-07-22,ND,159,5361,3937215
7704,2020-07-22,NE,343,23190,3937215
7705,2020-07-22,NH,13,6262,3937215
7706,2020-07-22,NJ,389,177645,3937215
7707,2020-07-22,NM,311,17828,3937215
7708,2020-07-22,NV,1129,38657,3937215
7709,2020-07-22,NY,705,408886,3937215
7710,2020-07-22,OH,1527,78742,3937215
7711,2020-07-22,OK,975,27301,3937215
7712,2020-07-22,OR,254,15393,3937215
7713,2020-07-22,PA,631,103396,3937215
7714,2020-07-22,PR,75,4330,3937215
7715,2020-07-22,RI,76,18062,3937215
7716,2020-07-22,SC,1705,75042,3937215
7717,2020-07-22,SD,58,8077,3937215
7718,2020-07-22,TN,2473,84417,3937215
7719,2020-07-22,TX,9879,351618,3937215
7720,2020-07-22,UT,566,35578,3937215
7721,2020-07-22,VA,1022,80393,3937215
7722,2020-07-22,VI,12,320,3937215
7723,2020-07-22,VT,2,1368,3937215
7724,2020-07-22,WA,1016,53306,3937215
7725,2020-07-22,WI,747,48583,3937215
7726,2020-07-22,WV,7,5206,3937215
7727,2020-07-22,WY,50,2288,3937215
7728,2020-07-21,AK,90,2045,3867869
7729,2020-07-21,AL,1467,70358,3867869
7730,2020-07-21,AR,728,34655,3867869
7731,2020-07-21,AS,0,0,3867869
7732,2020-07-21,AZ,3500,148683,3867869
7733,2020-07-21,CA,9231,400769,3867869
7734,2020-07-21,CO,493,41059,3867869
7735,2020-07-21,CT,41,48096,3867869
7736,2020-07-21,DC,88,11427,3867869
7737,2020-07-21,DE,227,13746,3867869
